11/10/22,08:13,22.4*C,45.0%
11/10/22,08:13,22.3*C,45.5%
11/10/22,08:13,22.2*C,45.3%
11/10/22,08:13,22.3*C,44.8%
11/10/22,08:13,22.2*C,44.9%
11/10/22,08:13,22.3*C,44.8%
11/10/22,08:14,22.3*C,44.8%
11/10/22,08:14,22.1*C,44.8%
11/10/22,08:14,22.2*C,44.9%
11/10/22,08:14,22.2*C,44.7%
11/10/22,08:14,22.2*C,44.8%
11/10/22,08:14,22.1*C,44.9%
11/10/22,08:14,22.1*C,45.1%
11/10/22,08:14,22.0*C,45.0%
11/10/22,08:15,22.0*C,45.1%
11/10/22,08:15,22.0*C,45.1%
11/10/22,08:15,22.0*C,45.1%
11/10/22,08:15,21.9*C,44.8%
11/10/22,08:15,21.9*C,44.6%
11/10/22,08:15,22.0*C,44.8%
11/10/22,08:15,22.0*C,44.5%
11/10/22,08:15,22.0*C,44.8%
11/10/22,08:16,22.0*C,45.6%
11/10/22,08:16,21.9*C,45.6%
11/10/22,08:16,22.0*C,45.2%
11/10/22,08:16,21.9*C,45.1%
11/10/22,08:16,21.9*C,45.0%
11/10/22,08:16,22.0*C,44.9%
11/10/22,08:16,21.9*C,45.0%
11/10/22,08:17,22.0*C,44.8%
11/10/22,08:17,22.0*C,44.9%
11/10/22,08:17,21.9*C,45.2%
11/10/22,08:17,21.9*C,45.3%
11/10/22,08:17,21.9*C,45.3%
11/10/22,08:17,21.8*C,45.0%
11/10/22,08:17,21.9*C,44.9%
11/10/22,08:18,21.9*C,19.3%
11/10/22,08:18,21.8*C,44.6%
11/10/22,08:18,21.8*C,44.8%
11/10/22,08:18,21.8*C,19.4%
11/10/22,08:19,21.7*C,44.7%
11/10/22,08:19,8.8*C,45.5%
11/10/22,08:19,21.7*C,45.9%
11/10/22,08:19,21.7*C,45.7%
11/10/22,08:19,21.7*C,45.0%
11/10/22,08:19,21.7*C,45.0%
11/10/22,08:19,20.9*C,45.0%
11/10/22,08:19,21.7*C,44.9%
11/10/22,08:19,21.8*C,45.1%
11/10/22,08:20,21.7*C,45.0%
11/10/22,08:20,21.7*C,45.2%
11/10/22,08:20,21.8*C,45.0%
11/10/22,08:20,21.8*C,45.3%
11/10/22,08:20,21.7*C,45.4%
11/10/22,08:20,21.8*C,45.1%
11/10/22,08:20,21.7*C,44.9%
11/10/22,08:20,21.8*C,45.0%
11/10/22,08:20,21.8*C,45.6%
11/10/22,08:21,21.8*C,45.1%
11/10/22,08:21,21.8*C,45.1%
11/10/22,08:21,21.8*C,44.9%
11/10/22,08:21,21.8*C,45.0%
11/10/22,08:21,21.9*C,45.0%
11/10/22,08:21,21.9*C,44.9%
11/10/22,08:21,21.9*C,44.9%
11/10/22,08:22,21.9*C,45.1%
11/10/22,08:22,21.9*C,45.5%
11/10/22,08:22,22.0*C,45.8%
11/10/22,08:22,21.9*C,45.6%
11/10/22,08:22,22.0*C,45.4%
11/10/22,08:22,22.1*C,45.2%
11/10/22,08:22,22.0*C,45.3%
11/10/22,08:23,22.0*C,45.3%
11/10/22,08:23,22.0*C,45.2%
11/10/22,08:23,22.0*C,45.1%
11/10/22,08:23,22.0*C,45.0%
11/10/22,08:23,22.0*C,45.0%
11/10/22,08:23,22.0*C,44.7%
11/10/22,08:23,21.9*C,44.8%
11/10/22,08:24,22.0*C,44.6%
11/10/22,08:24,21.9*C,45.0%
11/10/22,08:24,21.9*C,44.8%
11/10/22,08:24,21.8*C,44.9%
11/10/22,08:24,21.8*C,44.9%
11/10/22,08:24,21.8*C,44.5%
11/10/22,08:24,21.9*C,44.7%
11/10/22,08:24,21.8*C,44.7%
11/10/22,08:24,21.9*C,44.4%
11/10/22,08:25,21.8*C,44.7%
11/10/22,08:25,21.8*C,44.9%
11/10/22,08:25,21.8*C,44.9%
11/10/22,08:25,21.7*C,44.8%
11/10/22,08:25,21.7*C,45.1%
11/10/22,08:25,21.7*C,45.1%
11/10/22,08:25,21.7*C,45.2%
11/10/22,08:25,21.6*C,45.1%
11/10/22,08:25,22.7*C,48.7%
11/10/22,08:25,23.3*C,63.7%
11/10/22,08:26,25.9*C,93.6%
11/10/22,08:26,25.8*C,96.0%
11/10/22,08:26,25.3*C,98.7%
11/10/22,08:26,24.9*C,99.9%
11/10/22,08:26,24.6*C,99.9%
11/10/22,08:26,23.8*C,98.8%
11/10/22,08:26,23.6*C,96.6%
11/10/22,08:26,23.2*C,94.7%
11/10/22,08:26,23.0*C,90.0%
11/10/22,08:26,22.8*C,85.3%
11/10/22,08:27,22.7*C,80.3%
11/10/22,08:27,22.4*C,69.2%
11/10/22,08:27,22.5*C,67.0%
11/10/22,08:27,22.5*C,62.6%
11/10/22,08:27,22.4*C,58.1%
11/10/22,08:27,22.3*C,54.8%
11/10/22,08:27,22.3*C,50.6%
11/10/22,08:27,22.3*C,49.1%
11/10/22,08:28,22.3*C,48.7%
11/10/22,08:28,22.5*C,47.2%
11/10/22,08:28,22.4*C,46.9%
11/10/22,08:28,22.4*C,46.9%
11/10/22,08:28,22.3*C,46.5%
11/10/22,08:28,22.3*C,46.5%
11/10/22,08:28,23.0*C,88.9%
11/10/22,08:28,22.9*C,89.8%
11/10/22,08:29,22.9*C,90.5%
11/10/22,08:29,23.2*C,84.2%
11/10/22,08:29,23.3*C,69.5%
11/10/22,08:29,23.4*C,59.2%
11/10/22,08:29,23.5*C,53.2%
11/10/22,08:29,23.4*C,48.3%
11/10/22,08:29,23.4*C,47.6%
11/10/22,08:29,23.2*C,46.4%
11/10/22,08:29,23.2*C,46.3%
11/10/22,08:29,23.1*C,46.0%
11/10/22,08:30,23.1*C,45.8%
11/10/22,08:30,23.1*C,45.6%
11/10/22,08:30,23.0*C,45.4%
11/10/22,08:30,22.9*C,45.4%
11/10/22,08:30,22.7*C,45.2%
11/10/22,08:30,22.6*C,44.9%
11/10/22,08:30,22.6*C,45.6%
11/10/22,08:30,22.5*C,45.7%
11/10/22,08:31,22.5*C,46.0%
11/10/22,08:31,22.5*C,46.1%
11/10/22,08:31,22.5*C,46.0%
11/10/22,08:31,22.4*C,45.7%
11/10/22,08:31,22.3*C,46.0%
11/10/22,08:31,22.3*C,46.1%
11/10/22,08:31,22.3*C,46.1%
11/10/22,08:31,22.2*C,46.4%
11/10/22,08:31,22.2*C,45.6%
11/10/22,08:31,22.2*C,45.8%
11/10/22,08:32,22.1*C,45.6%
11/10/22,08:32,22.1*C,45.8%
11/10/22,08:32,22.1*C,45.9%
11/10/22,08:32,22.1*C,45.9%
11/10/22,08:32,22.1*C,46.3%
11/10/22,08:32,22.1*C,46.6%
11/10/22,08:32,22.0*C,46.1%
11/10/22,08:32,22.0*C,45.6%
11/10/22,08:32,22.1*C,45.8%
11/10/22,08:32,22.1*C,45.9%
11/10/22,08:33,22.1*C,45.9%
11/10/22,08:33,23.0*C,69.2%
11/10/22,08:33,25.0*C,83.3%
11/10/22,08:33,25.4*C,83.2%
11/10/22,08:33,26.5*C,64.1%
11/10/22,08:33,26.6*C,61.6%
11/10/22,08:33,27.0*C,45.8%
11/10/22,08:33,27.0*C,44.2%
11/10/22,08:34,26.8*C,42.5%
11/10/22,08:34,26.5*C,40.6%
11/10/22,08:34,26.4*C,43.4%
11/10/22,08:34,26.4*C,51.4%
11/10/22,08:34,26.9*C,67.2%
11/10/22,08:34,28.9*C,44.7%
11/10/22,08:35,28.9*C,43.1%
11/10/22,08:35,28.7*C,40.9%
11/10/22,08:35,28.1*C,38.8%
11/10/22,08:35,27.5*C,38.3%
11/10/22,08:35,27.0*C,38.8%
11/10/22,08:35,26.8*C,39.0%
11/10/22,08:35,26.6*C,39.3%
11/10/22,08:36,26.0*C,40.4%
11/10/22,08:36,25.9*C,40.1%
11/10/22,08:36,25.0*C,53.5%
11/10/22,08:36,25.4*C,60.1%
11/10/22,08:36,27.1*C,76.3%
11/10/22,08:36,27.5*C,78.3%
11/10/22,08:37,28.5*C,52.6%
11/10/22,08:37,28.5*C,48.5%
11/10/22,08:37,28.5*C,40.1%
11/10/22,08:37,28.2*C,38.5%
11/10/22,08:37,28.0*C,38.5%
11/10/22,08:37,27.5*C,38.3%
11/10/22,08:37,27.0*C,38.4%
11/10/22,08:38,26.4*C,38.7%
11/10/22,08:38,26.3*C,39.2%
11/10/22,08:38,26.1*C,41.9%
11/10/22,08:38,26.3*C,57.3%
11/10/22,08:38,27.6*C,79.0%
11/10/22,08:38,27.9*C,81.1%
11/10/22,08:38,28.6*C,80.9%
11/10/22,08:38,28.9*C,59.1%
11/10/22,08:38,28.9*C,47.8%
11/10/22,08:39,28.9*C,40.0%
11/10/22,08:39,28.6*C,38.3%
11/10/22,08:39,28.3*C,38.2%
11/10/22,08:39,28.0*C,38.0%
11/10/22,08:39,27.8*C,38.0%
11/10/22,08:39,27.4*C,38.1%
11/10/22,08:39,27.1*C,38.2%
11/10/22,08:39,26.8*C,38.5%
11/10/22,08:39,26.6*C,38.7%
11/10/22,08:39,26.1*C,39.7%
11/10/22,08:40,25.8*C,39.7%
11/10/22,08:40,25.7*C,39.6%
11/10/22,08:40,25.4*C,46.3%
11/10/22,08:40,25.6*C,53.4%
11/10/22,08:40,26.9*C,74.3%
11/10/22,08:40,27.4*C,76.8%
11/10/22,08:40,28.0*C,79.6%
11/10/22,08:40,28.5*C,62.2%
11/10/22,08:40,28.7*C,49.6%
11/10/22,08:41,28.7*C,43.5%
11/10/22,08:41,28.5*C,41.2%
11/10/22,08:41,28.4*C,40.2%
11/10/22,08:41,27.9*C,38.3%
11/10/22,08:41,27.4*C,38.4%
11/10/22,08:41,27.2*C,38.2%
11/10/22,08:41,27.0*C,38.5%
11/10/22,08:41,26.7*C,38.5%
11/10/22,08:41,26.4*C,38.5%
11/10/22,08:42,26.0*C,39.5%
11/10/22,08:42,25.6*C,39.8%
11/10/22,08:42,25.6*C,39.6%
11/10/22,08:42,25.1*C,40.1%
11/10/22,08:42,24.7*C,40.6%
11/10/22,08:42,24.6*C,40.7%
11/10/22,08:42,24.5*C,42.4%
11/10/22,08:42,24.9*C,58.5%
11/10/22,08:42,25.9*C,71.2%
11/10/22,08:43,28.1*C,72.1%
11/10/22,08:43,28.3*C,66.5%
11/10/22,08:43,28.7*C,62.9%
11/10/22,08:43,29.0*C,50.1%
11/10/22,08:43,29.1*C,43.1%
11/10/22,08:43,29.1*C,40.4%
11/10/22,08:43,28.9*C,39.0%
11/10/22,08:43,28.7*C,38.4%
11/10/22,08:43,28.4*C,38.0%
11/10/22,08:44,28.2*C,38.2%
11/10/22,08:44,27.9*C,38.1%
11/10/22,08:44,27.7*C,38.1%
11/10/22,08:44,27.4*C,38.2%
11/10/22,08:44,26.8*C,38.5%
11/10/22,08:44,26.6*C,38.7%
11/10/22,08:44,26.5*C,38.8%
11/10/22,08:44,26.2*C,39.4%
11/10/22,08:44,25.5*C,39.8%
11/10/22,08:45,25.2*C,39.9%
11/10/22,08:45,25.0*C,40.6%
11/10/22,08:45,24.8*C,40.6%
11/10/22,08:45,24.7*C,40.5%
11/10/22,08:45,24.3*C,41.1%
11/10/22,08:45,24.4*C,40.7%
11/10/22,08:45,24.0*C,41.5%
11/10/22,08:45,23.9*C,42.0%
11/10/22,08:45,23.7*C,42.4%
11/10/22,08:46,23.7*C,42.0%
11/10/22,08:46,24.8*C,70.2%
11/10/22,08:46,27.6*C,88.2%
11/10/22,08:46,28.8*C,81.6%
11/10/22,08:46,28.9*C,70.9%
11/10/22,08:46,29.3*C,52.4%
11/10/22,08:47,29.1*C,38.2%
11/10/22,08:47,29.0*C,38.5%
11/10/22,08:47,28.9*C,38.1%
11/10/22,08:47,28.6*C,37.8%
11/10/22,08:47,28.0*C,37.7%
11/10/22,08:47,27.6*C,37.9%
11/10/22,08:47,27.5*C,38.1%
11/10/22,08:47,27.2*C,38.2%
11/10/22,08:47,26.9*C,38.3%
11/10/22,08:48,26.6*C,38.3%
11/10/22,08:48,26.4*C,38.9%
11/10/22,08:48,26.1*C,39.2%
11/10/22,08:48,25.9*C,39.2%
11/10/22,08:48,25.7*C,39.5%
11/10/22,08:48,25.1*C,40.2%
11/10/22,08:48,24.9*C,40.1%
11/10/22,08:48,24.8*C,40.2%
11/10/22,08:48,24.4*C,40.9%
11/10/22,08:49,24.4*C,40.5%
11/10/22,08:49,24.2*C,41.1%
11/10/22,08:49,24.1*C,41.1%
11/10/22,08:49,23.8*C,41.6%
11/10/22,08:49,23.8*C,43.3%
11/10/22,08:49,27.8*C,84.8%
11/10/22,08:49,29.0*C,86.0%
11/10/22,08:50,29.4*C,86.1%
11/10/22,08:50,30.0*C,80.6%
11/10/22,08:50,30.3*C,46.6%
11/10/22,08:50,30.2*C,43.8%
11/10/22,08:50,30.1*C,39.9%
11/10/22,08:50,29.8*C,38.3%
11/10/22,08:50,29.5*C,38.8%
11/10/22,08:50,29.3*C,38.2%
11/10/22,08:50,28.9*C,37.9%
11/10/22,08:50,28.7*C,37.8%
11/10/22,08:51,28.3*C,37.7%
11/10/22,08:51,27.7*C,38.0%
11/10/22,08:51,27.5*C,38.1%
11/10/22,08:51,26.9*C,38.3%
11/10/22,08:51,26.7*C,38.3%
11/10/22,08:51,26.5*C,38.4%
11/10/22,08:51,26.2*C,39.2%
11/10/22,08:51,26.0*C,39.2%
11/10/22,08:51,25.4*C,40.0%
11/10/22,08:52,25.3*C,40.2%
11/10/22,08:52,25.1*C,40.2%
11/10/22,08:52,24.9*C,40.7%
11/10/22,08:52,25.1*C,55.5%
11/10/22,08:52,26.8*C,79.2%
11/10/22,08:52,27.3*C,80.8%
11/10/22,08:52,28.0*C,80.6%
11/10/22,08:52,28.7*C,63.7%
11/10/22,08:52,28.7*C,47.1%
11/10/22,08:53,28.7*C,44.4%
11/10/22,08:53,28.4*C,39.2%
11/10/22,08:53,28.3*C,38.8%
11/10/22,08:53,27.5*C,38.2%
11/10/22,08:53,26.8*C,38.7%
11/10/22,08:53,26.6*C,38.5%
11/10/22,08:53,26.4*C,38.6%
11/10/22,08:53,25.8*C,39.8%
11/10/22,08:54,25.7*C,39.7%
11/10/22,08:54,25.5*C,39.8%
11/10/22,08:54,25.3*C,39.8%
11/10/22,08:54,25.1*C,40.1%
11/10/22,08:54,24.9*C,40.4%
11/10/22,08:54,24.7*C,40.2%
11/10/22,08:54,24.4*C,41.0%
11/10/22,08:54,24.3*C,41.0%
11/10/22,08:54,24.2*C,41.4%
11/10/22,08:54,24.1*C,41.6%
11/10/22,08:55,23.9*C,41.9%
11/10/22,08:55,23.9*C,41.8%
11/10/22,08:55,23.7*C,42.3%
11/10/22,08:55,23.5*C,43.2%
11/10/22,08:55,23.4*C,43.0%
11/10/22,08:55,23.4*C,42.9%
11/10/22,08:55,23.1*C,43.6%
11/10/22,08:55,23.2*C,43.6%
11/10/22,08:56,23.1*C,43.4%
11/10/22,08:56,23.0*C,43.3%
11/10/22,08:56,22.9*C,43.3%
11/10/22,08:56,22.8*C,43.4%
11/10/22,08:56,22.8*C,43.6%
11/10/22,08:56,22.6*C,44.0%
11/10/22,08:56,22.6*C,44.0%
11/10/22,08:56,22.5*C,43.9%
11/10/22,08:56,22.4*C,44.9%
11/10/22,08:56,22.4*C,45.6%
11/10/22,08:57,22.3*C,45.0%
11/10/22,08:57,22.2*C,44.7%
11/10/22,08:57,22.2*C,44.7%
11/10/22,08:57,22.2*C,46.6%
11/10/22,08:57,22.1*C,46.5%
11/10/22,08:57,22.1*C,45.4%
11/10/22,08:57,22.1*C,45.2%
11/10/22,08:58,22.1*C,45.4%
11/10/22,08:58,22.1*C,45.8%
11/10/22,08:58,22.1*C,45.4%
11/10/22,08:58,22.1*C,45.5%
11/10/22,08:58,22.0*C,45.0%
11/10/22,08:58,22.1*C,44.9%
11/10/22,08:58,22.0*C,44.8%
11/10/22,08:59,21.9*C,44.9%
11/10/22,08:59,21.9*C,44.7%
11/10/22,08:59,21.9*C,44.7%
11/10/22,08:59,21.8*C,44.7%
11/10/22,08:59,21.8*C,45.1%
11/10/22,08:59,21.8*C,44.7%
11/10/22,08:59,21.8*C,44.6%
11/10/22,08:59,21.8*C,44.8%
11/10/22,08:59,21.7*C,45.2%
11/10/22,09:00,21.7*C,45.1%
11/10/22,09:00,21.7*C,45.1%
11/10/22,09:00,21.7*C,45.1%
11/10/22,09:00,21.6*C,45.1%
11/10/22,09:00,21.7*C,44.9%
11/10/22,09:00,21.7*C,45.0%
11/10/22,09:00,21.7*C,44.9%
11/10/22,09:00,21.6*C,44.7%
11/10/22,09:01,21.7*C,44.9%
11/10/22,09:01,21.6*C,45.3%
11/10/22,09:01,21.6*C,45.5%
11/10/22,09:01,21.6*C,45.6%
11/10/22,09:01,21.5*C,45.6%
11/10/22,09:01,21.6*C,45.5%
11/10/22,09:01,21.5*C,45.5%
11/10/22,09:01,21.6*C,45.4%
11/10/22,09:01,21.6*C,45.8%
11/10/22,09:02,21.5*C,45.5%
11/10/22,09:02,21.6*C,45.5%
11/10/22,09:02,21.6*C,45.6%
11/10/22,09:02,21.5*C,45.6%
11/10/22,09:02,21.5*C,45.6%
11/10/22,09:02,21.6*C,45.6%
11/10/22,09:02,21.5*C,46.3%
11/10/22,09:02,21.6*C,46.3%
11/10/22,09:02,21.6*C,46.2%
11/10/22,09:03,21.6*C,45.8%
11/10/22,09:03,21.6*C,45.8%
11/10/22,09:03,21.6*C,45.7%
11/10/22,09:03,21.6*C,45.6%
11/10/22,09:03,21.7*C,46.1%
11/10/22,09:03,21.7*C,45.4%
11/10/22,09:03,21.7*C,45.3%
11/10/22,09:04,21.7*C,45.2%
11/10/22,09:04,21.7*C,45.5%
11/10/22,09:04,21.7*C,45.4%
11/10/22,09:04,21.7*C,46.6%
11/10/22,09:04,21.7*C,46.7%
11/10/22,09:04,21.7*C,46.7%
11/10/22,09:04,21.7*C,45.8%
11/10/22,09:04,21.7*C,46.0%
11/10/22,09:04,21.7*C,45.5%
11/10/22,09:05,21.8*C,45.6%
11/10/22,09:05,21.8*C,45.5%
11/10/22,09:05,21.8*C,45.9%
11/10/22,09:05,21.8*C,45.8%
11/10/22,09:05,21.9*C,45.7%
11/10/22,09:05,21.8*C,46.2%
11/10/22,09:05,21.8*C,45.9%
11/10/22,09:05,21.9*C,45.2%
11/10/22,09:06,21.9*C,45.2%
11/10/22,09:06,21.9*C,44.9%
11/10/22,09:06,21.9*C,45.2%
11/10/22,09:06,21.9*C,45.0%
11/10/22,09:06,21.9*C,45.2%
11/10/22,09:06,21.8*C,45.6%
11/10/22,09:06,21.8*C,45.4%
11/10/22,09:06,21.9*C,45.4%
11/10/22,09:06,21.8*C,45.1%
11/10/22,09:07,21.8*C,45.2%
11/10/22,09:07,21.8*C,44.9%
11/10/22,09:07,21.8*C,45.2%
11/10/22,09:07,21.7*C,45.2%
11/10/22,09:07,21.7*C,45.1%
11/10/22,09:07,21.7*C,45.0%
11/10/22,09:07,21.8*C,45.2%
11/10/22,09:07,21.8*C,45.1%
11/10/22,09:07,21.8*C,45.1%
11/10/22,09:07,21.7*C,44.9%
11/10/22,09:08,21.7*C,45.2%
11/10/22,09:08,21.8*C,45.0%
11/10/22,09:08,21.7*C,45.0%
11/10/22,09:08,21.7*C,45.2%
11/10/22,09:08,21.8*C,45.6%
11/10/22,09:08,21.7*C,45.4%
11/10/22,09:08,21.8*C,45.5%
11/10/22,09:08,21.7*C,45.4%
11/10/22,09:08,21.7*C,45.3%
11/10/22,09:09,21.7*C,45.5%
11/10/22,09:09,21.7*C,45.6%
11/10/22,09:09,21.7*C,45.6%
11/10/22,09:09,21.7*C,45.6%
11/10/22,09:09,21.7*C,45.9%
11/10/22,09:09,21.8*C,45.4%
11/10/22,09:09,21.7*C,45.4%
11/10/22,09:09,21.7*C,45.0%
11/10/22,09:10,21.7*C,45.1%
11/10/22,09:10,21.7*C,45.2%
11/10/22,09:10,21.7*C,45.8%
11/10/22,09:10,21.7*C,45.6%
11/10/22,09:10,21.6*C,45.3%
11/10/22,09:10,21.7*C,45.1%
11/10/22,09:10,21.7*C,44.9%
11/10/22,09:10,21.5*C,44.9%
11/10/22,09:10,21.6*C,45.0%
11/10/22,09:11,21.6*C,45.0%
11/10/22,09:11,21.5*C,45.1%
11/10/22,09:11,21.5*C,45.3%
11/10/22,09:11,21.6*C,45.7%
11/10/22,09:11,21.6*C,45.8%
11/10/22,09:11,21.5*C,46.3%
11/10/22,09:11,21.6*C,46.1%
11/10/22,09:11,21.6*C,45.8%
11/10/22,09:11,21.6*C,46.2%
11/10/22,09:12,21.6*C,46.4%
11/10/22,09:12,21.6*C,46.2%
11/10/22,09:12,21.7*C,46.3%
11/10/22,09:12,21.6*C,46.5%
11/10/22,09:12,21.6*C,45.9%
11/10/22,09:12,21.6*C,45.9%
11/10/22,09:12,21.7*C,45.4%
11/10/22,09:12,21.6*C,45.5%
11/10/22,09:12,21.6*C,45.3%
11/10/22,09:13,21.7*C,45.1%
11/10/22,09:13,21.7*C,45.2%
11/10/22,09:13,21.7*C,45.0%
11/10/22,09:13,21.7*C,45.0%
11/10/22,09:13,21.7*C,45.1%
11/10/22,09:14,21.7*C,45.0%
11/10/22,09:14,21.6*C,44.8%
11/10/22,09:14,21.6*C,45.0%
11/10/22,09:14,21.6*C,45.1%
11/10/22,09:14,21.6*C,45.2%
11/10/22,09:14,21.5*C,45.1%
11/10/22,09:15,21.5*C,45.0%
11/10/22,09:15,21.6*C,46.0%
11/10/22,09:15,21.6*C,45.8%
11/10/22,09:15,21.6*C,45.6%
11/10/22,09:15,21.6*C,45.5%
11/10/22,09:16,21.6*C,45.2%
11/10/22,09:16,21.6*C,19.6%
11/10/22,09:16,21.7*C,45.7%
11/10/22,09:16,21.6*C,45.6%
11/10/22,09:16,21.6*C,45.7%
11/10/22,09:16,21.6*C,45.5%
11/10/22,09:17,21.6*C,45.7%
11/10/22,09:17,21.6*C,45.9%
11/10/22,09:17,21.6*C,20.2%
11/10/22,09:17,21.5*C,45.7%
11/10/22,09:17,21.6*C,45.2%
11/10/22,09:17,21.6*C,45.8%
11/10/22,09:17,21.6*C,47.1%
11/10/22,09:17,21.6*C,46.9%
11/10/22,09:18,21.7*C,45.5%
11/10/22,09:18,21.7*C,45.3%
11/10/22,09:18,21.7*C,45.2%
11/10/22,09:18,21.8*C,45.4%
11/10/22,09:18,21.7*C,45.2%
11/10/22,09:18,21.8*C,45.1%
11/10/22,09:18,21.7*C,45.0%
11/10/22,09:19,21.7*C,45.1%
11/10/22,09:19,21.6*C,44.8%
11/10/22,09:19,21.7*C,44.9%
11/10/22,09:19,21.6*C,44.9%
11/10/22,09:19,21.6*C,45.2%
11/10/22,09:19,21.7*C,45.2%
11/10/22,09:19,21.6*C,45.4%
11/10/22,09:19,21.7*C,45.4%
11/10/22,09:19,21.6*C,45.2%
11/10/22,09:19,21.6*C,45.7%
11/10/22,09:20,21.7*C,45.5%
11/10/22,09:20,21.6*C,45.8%
11/10/22,09:20,21.7*C,45.7%
11/10/22,09:20,21.6*C,45.6%
11/10/22,09:20,21.6*C,45.5%
11/10/22,09:20,21.7*C,45.8%
11/10/22,09:20,21.6*C,45.9%
11/10/22,09:21,21.7*C,45.3%
11/10/22,09:21,21.7*C,45.3%
11/10/22,09:21,21.6*C,45.1%
11/10/22,09:21,21.7*C,45.3%
11/10/22,09:21,21.7*C,45.4%
